date,redfin,zillow
2023-08-09T05:10:01.595262+00:00,NaN,NaN
2023-08-10T05:10:24.269285+00:00,NaN,NaN
2023-08-11T05:09:45.523104+00:00,NaN,NaN
2023-08-12T05:09:13.645121+00:00,NaN,NaN
2023-08-13T05:09:11.903424+00:00,NaN,NaN
2023-08-14T05:09:41.437927+00:00,NaN,NaN
2023-08-15T05:09:37.184471+00:00,NaN,NaN
2023-08-16T05:10:02.113948+00:00,NaN,NaN
2023-08-17T05:09:46.772593+00:00,NaN,NaN
2023-08-18T05:09:33.277348+00:00,NaN,NaN
2023-08-19T05:08:47.678379+00:00,NaN,NaN
2023-08-20T05:08:57.853941+00:00,NaN,NaN
2023-08-21T05:09:40.683900+00:00,NaN,NaN
2023-08-22T05:09:45.593170+00:00,NaN,NaN
2023-08-23T05:09:32.938443+00:00,NaN,NaN
2023-08-24T05:09:31.466465+00:00,NaN,NaN
2023-08-25T05:09:27.450251+00:00,NaN,NaN
2023-08-26T05:09:17.983817+00:00,NaN,NaN
2023-08-27T05:09:20.503223+00:00,NaN,NaN
2023-08-28T05:09:54.355620+00:00,NaN,NaN
2023-08-29T05:09:52.410239+00:00,NaN,NaN
2023-08-30T05:09:49.463226+00:00,NaN,NaN
2023-08-31T05:09:40.856690+00:00,NaN,NaN
2023-09-01T05:10:06.955659+00:00,NaN,NaN
2023-09-02T05:09:15.505883+00:00,NaN,NaN
2023-09-03T05:09:24.301638+00:00,NaN,NaN
2023-09-04T05:10:09.858010+00:00,NaN,NaN
2023-09-05T05:09:58.412342+00:00,NaN,NaN
2023-09-06T05:09:50.038377+00:00,NaN,NaN
2023-09-07T05:09:46.307932+00:00,NaN,NaN
2023-09-08T05:09:49.437827+00:00,NaN,NaN
2023-09-09T05:09:26.521759+00:00,NaN,NaN
2023-09-10T05:09:14.088668+00:00,NaN,NaN
2023-09-11T05:10:14.319644+00:00,NaN,NaN
2023-09-12T05:09:47.763751+00:00,NaN,NaN
2023-09-13T05:09:57.774944+00:00,NaN,NaN
2023-09-14T05:10:10.281018+00:00,NaN,NaN
2023-09-15T05:10:01.531701+00:00,NaN,NaN
2023-09-16T05:09:20.039597+00:00,NaN,NaN
2023-09-17T05:10:25.182808+00:00,NaN,NaN
2023-09-18T05:10:10.977824+00:00,NaN,NaN
2023-09-19T05:10:21.075187+00:00,NaN,NaN
2023-09-20T05:10:02.442124+00:00,NaN,NaN
2023-09-21T05:10:22.483864+00:00,NaN,NaN
2023-09-22T05:09:54.052888+00:00,NaN,NaN
2023-09-23T05:09:34.625821+00:00,NaN,NaN
2023-09-24T05:09:53.904328+00:00,NaN,NaN
2023-09-25T05:10:05.166471+00:00,NaN,NaN
2023-09-26T05:10:16.179173+00:00,NaN,NaN
2023-09-27T05:10:10.173382+00:00,NaN,NaN
2023-09-28T05:10:05.447490+00:00,NaN,NaN
2023-09-29T05:10:18.751074+00:00,NaN,NaN
2023-09-30T05:09:35.989926+00:00,NaN,NaN
2023-10-01T05:09:54.232353+00:00,NaN,NaN
2023-10-02T05:10:01.905127+00:00,NaN,NaN
2023-10-03T05:09:59.113019+00:00,NaN,NaN
2023-10-04T05:10:15.182594+00:00,NaN,NaN
2023-10-05T05:10:19.034373+00:00,NaN,NaN
2023-10-06T05:10:15.483274+00:00,NaN,NaN
2023-10-07T05:09:13.295521+00:00,NaN,NaN
2023-10-08T05:09:29.801819+00:00,NaN,NaN
2023-10-09T05:10:07.088266+00:00,NaN,NaN
2023-10-10T05:10:17.070036+00:00,NaN,NaN
2023-10-11T05:09:57.972211+00:00,NaN,NaN
2023-10-12T05:10:27.317354+00:00,NaN,NaN
2023-10-13T05:10:33.619442+00:00,NaN,NaN
2023-10-14T05:09:27.934005+00:00,NaN,NaN
2023-10-15T05:09:45.925118+00:00,NaN,NaN
2023-10-16T05:10:40.946486+00:00,NaN,NaN
2023-10-17T05:10:20.262555+00:00,NaN,NaN
2023-10-18T05:10:23.595545+00:00,NaN,NaN
2023-10-19T05:10:15.182423+00:00,NaN,NaN
2023-10-20T05:10:02.189398+00:00,NaN,NaN
2023-10-21T05:09:35.959882+00:00,NaN,NaN
2023-10-22T05:10:09.878263+00:00,NaN,NaN
2023-10-23T05:10:15.161929+00:00,NaN,NaN
2023-10-24T05:09:57.466677+00:00,NaN,NaN
2023-10-25T05:10:12.600832+00:00,NaN,NaN
2023-10-26T05:10:19.329429+00:00,NaN,NaN
2023-10-27T05:10:01.619635+00:00,NaN,NaN
2023-10-28T05:09:32.987116+00:00,NaN,NaN
2023-10-29T05:09:46.935769+00:00,NaN,NaN
2023-10-30T05:10:39.929652+00:00,NaN,NaN
2023-10-31T05:10:11.226880+00:00,NaN,NaN
2023-11-01T05:10:31.205166+00:00,NaN,NaN
2023-11-02T05:10:37.435253+00:00,NaN,NaN
2023-11-03T05:10:14.872994+00:00,NaN,NaN
2023-11-04T05:09:41.258482+00:00,NaN,NaN
2023-11-05T05:09:55.952683+00:00,NaN,NaN
2023-11-06T05:11:13.598484+00:00,NaN,NaN
2023-11-07T05:10:18.013121+00:00,NaN,NaN
2023-11-08T05:10:32.559849+00:00,NaN,NaN
2023-11-09T05:10:06.542710+00:00,NaN,NaN
2023-11-10T05:10:15.779157+00:00,NaN,NaN
2023-11-11T05:09:45.727347+00:00,NaN,NaN
2023-11-12T05:10:15.214394+00:00,NaN,NaN
2023-11-13T05:10:46.569727+00:00,NaN,NaN
2023-11-14T05:10:14.178135+00:00,NaN,NaN
2023-11-15T05:10:36.429180+00:00,NaN,NaN
2023-11-16T05:10:59.931948+00:00,NaN,NaN
2023-11-17T05:10:41.879280+00:00,NaN,NaN
2023-11-18T05:10:02.153628+00:00,NaN,NaN
2023-11-19T05:10:05.871785+00:00,NaN,NaN
2023-11-20T05:10:55.233534+00:00,NaN,NaN
2023-11-21T05:10:48.352254+00:00,NaN,NaN
2023-11-22T05:11:20.173809+00:00,NaN,NaN
2023-11-23T05:11:02.816959+00:00,NaN,NaN
2023-11-24T05:10:36.568891+00:00,NaN,NaN
2023-11-25T05:10:08.936135+00:00,NaN,NaN
2023-11-26T05:09:56.968598+00:00,NaN,NaN
2023-11-27T05:11:04.062274+00:00,NaN,NaN
2023-11-28T05:11:16.500457+00:00,NaN,NaN
2023-11-29T05:10:44.878938+00:00,NaN,NaN
2023-11-30T05:10:54.363816+00:00,NaN,NaN
2023-12-01T05:11:11.313800+00:00,NaN,NaN
2023-12-02T05:09:52.544598+00:00,NaN,NaN
2023-12-03T05:09:55.682904+00:00,NaN,NaN
2023-12-04T05:11:06.322981+00:00,NaN,NaN
2023-12-05T05:10:57.850807+00:00,NaN,NaN
